sku_code,category,material_name,specification,unit,reference_price,aliases
CUT-036,切削工具,硬质合金立铣刀,D8×100 4刃,支,88.30,四刃铣刀 D8
CUT-037,切削工具,硬质合金立铣刀,D10×100 4刃,支,90.48,四刃铣刀 D10
CUT-038,切削工具,硬质合金立铣刀,D12×100 4刃,支,92.66,四刃铣刀 D12
CUT-039,切削工具,硬质合金立铣刀,D16×100 4刃,支,94.84,四刃铣刀 D16
CUT-040,切削工具,硬质合金立铣刀,D20×100 4刃,支,97.02,四刃铣刀 D20
CUT-041,切削工具,硬质合金立铣刀,D2×120 4刃,支,99.20,四刃铣刀 D2
CUT-042,切削工具,硬质合金立铣刀,D3×120 4刃,支,101.38,四刃铣刀 D3
CUT-043,切削工具,硬质合金立铣刀,D4×120 4刃,支,103.56,四刃铣刀 D4
CUT-044,切削工具,硬质合金立铣刀,D5×120 4刃,支,105.74,四刃铣刀 D5
CUT-045,切削工具,硬质合金立铣刀,D6×120 4刃,支,107.92,四刃铣刀 D6
CUT-046,切削工具,硬质合金立铣刀,D8×120 4刃,支,110.10,四刃铣刀 D8
CUT-047,切削工具,硬质合金立铣刀,D10×120 4刃,支,112.28,四刃铣刀 D10
CUT-048,切削工具,硬质合金立铣刀,D12×120 4刃,支,114.46,四刃铣刀 D12
CUT-049,切削工具,硬质合金立铣刀,D16×120 4刃,支,116.64,四刃铣刀 D16
CUT-050,切削工具,硬质合金立铣刀,D20×120 4刃,支,118.82,四刃铣刀 D20
CUT-051,切削工具,硬质合金立铣刀,D2×150 4刃,支,121.00,四刃铣刀 D2
CUT-052,切削工具,硬质合金立铣刀,D3×150 4刃,支,123.18,四刃铣刀 D3
CUT-053,切削工具,硬质合金立铣刀,D4×150 4刃,支,125.36,四刃铣刀 D4
CUT-054,切削工具,硬质合金立铣刀,D5×150 4刃,支,127.54,四刃铣刀 D5
CUT-055,切削工具,硬质合金立铣刀,D6×150 4刃,支,129.72,四刃铣刀 D6
CUT-056,切削工具,硬质合金立铣刀,D8×150 4刃,支,131.90,四刃铣刀 D8
CUT-057,切削工具,硬质合金立铣刀,D10×150 4刃,支,134.08,四刃铣刀 D10
CUT-058,切削工具,硬质合金立铣刀,D12×150 4刃,支,136.26,四刃铣刀 D12
CUT-059,切削工具,硬质合金立铣刀,D16×150 4刃,支,138.44,四刃铣刀 D16
CUT-060,切削工具,硬质合金立铣刀,D20×150 4刃,支,140.62,四刃铣刀 D20
SAF-001,劳保用品,丁腈防护手套,NBR-S-6mil 蓝色,副,3.60,丁腈手套 S码
SAF-002,劳保用品,丁腈防护手套,NBR-M-6mil 蓝色,副,3.88,丁腈手套 M码
SAF-003,劳保用品,丁腈防护手套,NBR-L-6mil 蓝色,副,4.16,丁腈手套 L码
SAF-004,劳保用品,丁腈防护手套,NBR-XL-6mil 蓝色,副,4.44,丁腈手套 XL码
SAF-005,劳保用品,丁腈防护手套,NBR-XXL-6mil 蓝色,副,4.72,丁腈手套 XXL码
SAF-006,劳保用品,丁腈防护手套,NBR-S-8mil 蓝色,副,5.00,丁腈手套 S码
SAF-007,劳保用品,丁腈防护手套,NBR-M-8mil 蓝色,副,5.28,丁腈手套 M码
SAF-008,劳保用品,丁腈防护手套,NBR-L-8mil 蓝色,副,5.56,丁腈手套 L码
SAF-009,劳保用品,丁腈防护手套,NBR-XL-8mil 蓝色,副,5.84,丁腈手套 XL码
SAF-010,劳保用品,丁腈防护手套,NBR-XXL-8mil 蓝色,副,6.12,丁腈手套 XXL码
SAF-011,劳保用品,丁腈防护手套,NBR-S-10mil 蓝色,副,6.40,丁腈手套 S码
SAF-012,劳保用品,丁腈防护手套,NBR-M-10mil 蓝色,副,6.68,丁腈手套 M码
SAF-013,劳保用品,丁腈防护手套,NBR-L-10mil 蓝色,副,6.96,丁腈手套 L码
SAF-014,劳保用品,丁腈防护手套,NBR-XL-10mil 蓝色,副,7.24,丁腈手套 XL码
SAF-015,劳保用品,丁腈防护手套,NBR-XXL-10mil 蓝色,副,7.52,丁腈手套 XXL码
SAF-016,劳保用品,丁腈防护手套,NBR-S-12mil 蓝色,副,7.80,丁腈手套 S码
SAF-017,劳保用品,丁腈防护手套,NBR-M-12mil 蓝色,副,8.08,丁腈手套 M码
SAF-018,劳保用品,丁腈防护手套,NBR-L-12mil 蓝色,副,8.36,丁腈手套 L码
SAF-019,劳保用品,丁腈防护手套,NBR-XL-12mil 蓝色,副,8.64,丁腈手套 XL码
SAF-020,劳保用品,丁腈防护手套,NBR-XXL-12mil 蓝色,副,8.92,丁腈手套 XXL码
SAF-021,劳保用品,丁腈防护手套,NBR-S-15mil 蓝色,副,9.20,丁腈手套 S码
SAF-022,劳保用品,丁腈防护手套,NBR-M-15mil 蓝色,副,9.48,丁腈手套 M码
SAF-023,劳保用品,丁腈防护手套,NBR-L-15mil 蓝色,副,9.76,丁腈手套 L码
SAF-024,劳保用品,丁腈防护手套,NBR-XL-15mil 蓝色,副,10.04,丁腈手套 XL码
SAF-025,劳保用品,丁腈防护手套,NBR-XXL-15mil 蓝色,副,10.32,丁腈手套 XXL码
SAF-026,劳保用品,丁腈防护手套,NBR-S-18mil 蓝色,副,10.60,丁腈手套 S码
SAF-027,劳保用品,丁腈防护手套,NBR-M-18mil 蓝色,副,10.88,丁腈手套 M码
SAF-028,劳保用品,丁腈防护手套,NBR-L-18mil 蓝色,副,11.16,丁腈手套 L码
SAF-029,劳保用品,丁腈防护手套,NBR-XL-18mil 蓝色,副,11.44,丁腈手套 XL码
SAF-030,劳保用品,丁腈防护手套,NBR-XXL-18mil 蓝色,副,11.72,丁腈手套 XXL码
SAF-031,劳保用品,丁腈防护手套,NBR-S-6mil 黑色,副,12.00,丁腈手套 S码
SAF-032,劳保用品,丁腈防护手套,NBR-M-6mil 黑色,副,12.28,丁腈手套 M码
SAF-033,劳保用品,丁腈防护手套,NBR-L-6mil 黑色,副,12.56,丁腈手套 L码
SAF-034,劳保用品,丁腈防护手套,NBR-XL-6mil 黑色,副,12.84,丁腈手套 XL码
SAF-035,劳保用品,丁腈防护手套,NBR-XXL-6mil 黑色,副,13.12,丁腈手套 XXL码
SAF-036,劳保用品,丁腈防护手套,NBR-S-8mil 黑色,副,13.40,丁腈手套 S码
SAF-037,劳保用品,丁腈防护手套,NBR-M-8mil 黑色,副,13.68,丁腈手套 M码
SAF-038,劳保用品,丁腈防护手套,NBR-L-8mil 黑色,副,13.96,丁腈手套 L码
SAF-039,劳保用品,丁腈防护手套,NBR-XL-8mil 黑色,副,14.24,丁腈手套 XL码
SAF-040,劳保用品,丁腈防护手套,NBR-XXL-8mil 黑色,副,14.52,丁腈手套 XXL码
SAF-041,劳保用品,丁腈防护手套,NBR-S-10mil 黑色,副,14.80,丁腈手套 S码
SAF-042,劳保用品,丁腈防护手套,NBR-M-10mil 黑色,副,15.08,丁腈手套 M码
SAF-043,劳保用品,丁腈防护手套,NBR-L-10mil 黑色,副,15.36,丁腈手套 L码
SAF-044,劳保用品,丁腈防护手套,NBR-XL-10mil 黑色,副,15.64,丁腈手套 XL码
SAF-045,劳保用品,丁腈防护手套,NBR-XXL-10mil 黑色,副,15.92,丁腈手套 XXL码
SAF-046,劳保用品,丁腈防护手套,NBR-S-12mil 黑色,副,16.20,丁腈手套 S码
SAF-047,劳保用品,丁腈防护手套,NBR-M-12mil 黑色,副,16.48,丁腈手套 M码
SAF-048,劳保用品,丁腈防护手套,NBR-L-12mil 黑色,副,16.76,丁腈手套 L码
SAF-049,劳保用品,丁腈防护手套,NBR-XL-12mil 黑色,副,17.04,丁腈手套 XL码
SAF-050,劳保用品,丁腈防护手套,NBR-XXL-12mil 黑色,副,17.32,丁腈手套 XXL码
SAF-051,劳保用品,丁腈防护手套,NBR-S-15mil 黑色,副,17.60,丁腈手套 S码
SAF-052,劳保用品,丁腈防护手套,NBR-M-15mil 黑色,副,17.88,丁腈手套 M码
SAF-053,劳保用品,丁腈防护手套,NBR-L-15mil 黑色,副,18.16,丁腈手套 L码
SAF-054,劳保用品,丁腈防护手套,NBR-XL-15mil 黑色,副,18.44,丁腈手套 XL码
SAF-055,劳保用品,丁腈防护手套,NBR-XXL-15mil 黑色,副,18.72,丁腈手套 XXL码
SAF-056,劳保用品,丁腈防护手套,NBR-S-18mil 黑色,副,19.00,丁腈手套 S码
SAF-057,劳保用品,丁腈防护手套,NBR-M-18mil 黑色,副,19.28,丁腈手套 M码
SAF-058,劳保用品,丁腈防护手套,NBR-L-18mil 黑色,副,19.56,丁腈手套 L码
SAF-059,劳保用品,丁腈防护手套,NBR-XL-18mil 黑色,副,19.84,丁腈手套 XL码
SAF-060,劳保用品,丁腈防护手套,NBR-XXL-18mil 黑色,副,20.12,丁腈手套 XXL码
PKG-001,包装耗材,透明缠绕膜,300mm×12μm×300m,卷,45.00,缠绕膜300宽 12丝
PKG-002,包装耗材,透明缠绕膜,400mm×12μm×300m,卷,46.50,缠绕膜400宽 12丝
PKG-003,包装耗材,透明缠绕膜,450mm×12μm×300m,卷,48.00,缠绕膜450宽 12丝
PKG-004,包装耗材,透明缠绕膜,500mm×12μm×300m,卷,49.50,缠绕膜500宽 12丝
PKG-005,包装耗材,透明缠绕膜,600mm×12μm×300m,卷,51.00,缠绕膜600宽 12丝
PKG-006,包装耗材,透明缠绕膜,300mm×15μm×300m,卷,52.50,缠绕膜300宽 15丝
PKG-007,包装耗材,透明缠绕膜,400mm×15μm×300m,卷,54.00,缠绕膜400宽 15丝
PKG-008,包装耗材,透明缠绕膜,450mm×15μm×300m,卷,55.50,缠绕膜450宽 15丝
PKG-009,包装耗材,透明缠绕膜,500mm×15μm×300m,卷,57.00,缠绕膜500宽 15丝
PKG-010,包装耗材,透明缠绕膜,600mm×15μm×300m,卷,58.50,缠绕膜600宽 15丝
PKG-011,包装耗材,透明缠绕膜,300mm×17μm×300m,卷,60.00,缠绕膜300宽 17丝
PKG-012,包装耗材,透明缠绕膜,400mm×17μm×300m,卷,61.50,缠绕膜400宽 17丝
PKG-013,包装耗材,透明缠绕膜,450mm×17μm×300m,卷,63.00,缠绕膜450宽 17丝
PKG-014,包装耗材,透明缠绕膜,500mm×17μm×300m,卷,64.50,缠绕膜500宽 17丝
PKG-015,包装耗材,透明缠绕膜,600mm×17μm×300m,卷,66.00,缠绕膜600宽 17丝
PKG-016,包装耗材,透明缠绕膜,300mm×20μm×400m,卷,67.50,缠绕膜300宽 20丝
PKG-017,包装耗材,透明缠绕膜,400mm×20μm×400m,卷,69.00,缠绕膜400宽 20丝
PKG-018,包装耗材,透明缠绕膜,450mm×20μm×400m,卷,70.50,缠绕膜450宽 20丝
PKG-019,包装耗材,透明缠绕膜,500mm×20μm×400m,卷,72.00,缠绕膜500宽 20丝
PKG-020,包装耗材,透明缠绕膜,600mm×20μm×400m,卷,73.50,缠绕膜600宽 20丝
PKG-021,包装耗材,透明缠绕膜,300mm×23μm×400m,卷,75.00,缠绕膜300宽 23丝
PKG-022,包装耗材,透明缠绕膜,400mm×23μm×400m,卷,76.50,缠绕膜400宽 23丝
PKG-023,包装耗材,透明缠绕膜,450mm×23μm×400m,卷,78.00,缠绕膜450宽 23丝
PKG-024,包装耗材,透明缠绕膜,500mm×23μm×400m,卷,79.50,缠绕膜500宽 23丝
PKG-025,包装耗材,透明缠绕膜,600mm×23μm×400m,卷,81.00,缠绕膜600宽 23丝
PKG-026,包装耗材,透明缠绕膜,300mm×25μm×400m,卷,82.50,缠绕膜300宽 25丝
PKG-027,包装耗材,透明缠绕膜,400mm×25μm×400m,卷,84.00,缠绕膜400宽 25丝
PKG-028,包装耗材,透明缠绕膜,450mm×25μm×400m,卷,85.50,缠绕膜450宽 25丝
PKG-029,包装耗材,透明缠绕膜,500mm×25μm×400m,卷,87.00,缠绕膜500宽 25丝
PKG-030,包装耗材,透明缠绕膜,600mm×25μm×400m,卷,88.50,缠绕膜600宽 25丝
PKG-031,包装耗材,透明缠绕膜,300mm×12μm×500m,卷,90.00,缠绕膜300宽 12丝
PKG-032,包装耗材,透明缠绕膜,400mm×12μm×500m,卷,91.50,缠绕膜400宽 12丝
PKG-033,包装耗材,透明缠绕膜,450mm×12μm×500m,卷,93.00,缠绕膜450宽 12丝
PKG-034,包装耗材,透明缠绕膜,500mm×12μm×500m,卷,94.50,缠绕膜500宽 12丝
PKG-035,包装耗材,透明缠绕膜,600mm×12μm×500m,卷,96.00,缠绕膜600宽 12丝
PKG-036,包装耗材,透明缠绕膜,300mm×15μm×500m,卷,97.50,缠绕膜300宽 15丝
PKG-037,包装耗材,透明缠绕膜,400mm×15μm×500m,卷,99.00,缠绕膜400宽 15丝
PKG-038,包装耗材,透明缠绕膜,450mm×15μm×500m,卷,100.50,缠绕膜450宽 15丝
PKG-039,包装耗材,透明缠绕膜,500mm×15μm×500m,卷,102.00,缠绕膜500宽 15丝
PKG-040,包装耗材,透明缠绕膜,600mm×15μm×500m,卷,103.50,缠绕膜600宽 15丝
PKG-041,包装耗材,透明缠绕膜,300mm×17μm×500m,卷,105.00,缠绕膜300宽 17丝
PKG-042,包装耗材,透明缠绕膜,400mm×17μm×500m,卷,106.50,缠绕膜400宽 17丝
PKG-043,包装耗材,透明缠绕膜,450mm×17μm×500m,卷,108.00,缠绕膜450宽 17丝
PKG-044,包装耗材,透明缠绕膜,500mm×17μm×500m,卷,109.50,缠绕膜500宽 17丝
PKG-045,包装耗材,透明缠绕膜,600mm×17μm×500m,卷,111.00,缠绕膜600宽 17丝
PKG-046,包装耗材,透明缠绕膜,300mm×20μm×600m,卷,112.50,缠绕膜300宽 20丝
PKG-047,包装耗材,透明缠绕膜,400mm×20μm×600m,卷,114.00,缠绕膜400宽 20丝
PKG-048,包装耗材,透明缠绕膜,450mm×20μm×600m,卷,115.50,缠绕膜450宽 20丝
PKG-049,包装耗材,透明缠绕膜,500mm×20μm×600m,卷,117.00,缠绕膜500宽 20丝
PKG-050,包装耗材,透明缠绕膜,600mm×20μm×600m,卷,118.50,缠绕膜600宽 20丝
PKG-051,包装耗材,透明缠绕膜,300mm×23μm×600m,卷,120.00,缠绕膜300宽 23丝
PKG-052,包装耗材,透明缠绕膜,400mm×23μm×600m,卷,121.50,缠绕膜400宽 23丝
PKG-053,包装耗材,透明缠绕膜,450mm×23μm×600m,卷,123.00,缠绕膜450宽 23丝
PKG-054,包装耗材,透明缠绕膜,500mm×23μm×600m,卷,124.50,缠绕膜500宽 23丝
PKG-055,包装耗材,透明缠绕膜,600mm×23μm×600m,卷,126.00,缠绕膜600宽 23丝
PKG-056,包装耗材,透明缠绕膜,300mm×25μm×600m,卷,127.50,缠绕膜300宽 25丝
PKG-057,包装耗材,透明缠绕膜,400mm×25μm×600m,卷,129.00,缠绕膜400宽 25丝
PKG-058,包装耗材,透明缠绕膜,450mm×25μm×600m,卷,130.50,缠绕膜450宽 25丝
PKG-059,包装耗材,透明缠绕膜,500mm×25μm×600m,卷,132.00,缠绕膜500宽 25丝
PKG-060,包装耗材,透明缠绕膜,600mm×25μm×600m,卷,133.50,缠绕膜600宽 25丝
